typing_wpm,avg_hold_ms,avg_flight_ms,error_rate,pause_count,avg_pause_ms,typing_variance,chars_per_min,avg_cursor_speed,click_rate,double_click_rate,scroll_rate,idle_time_pct,avg_hover_ms,movement_distance,movement_smoothness,label
18,157,114,0.0921,10,1972,0.2974,105,136,19,2.6224,13.527,0.3448,668,1089,0.2998,high
32,169,159,0.0842,9,1949,0.2887,157,103,13,1.7606,9.3075,0.3454,622,731,0.4137,high
22,137,123,0.1036,6,1759,0.2369,89,156,13,1.5325,10.3239,0.4019,614,1133,0.2841,high
45,106,98,0.0481,3,1335,0.1709,236,415,13,1.5882,5.1649,0.1699,293,1999,0.634,medium
44,150,119,0.0483,3,1503,0.2025,179,206,14,1.6666,7.1249,0.0927,411,1533,0.6599,medium
28,173,127,0.0926,10,2634,0.3653,117,161,18,2.2407,10.8793,0.3691,544,910,0.5064,high
18,163,164,0.1053,6,2146,0.3287,159,136,14,4.0119,14.5475,0.2658,397,1733,0.3848,high
9,186,131,0.1306,6,2249,0.2703,92,257,18,3.7605,17.2123,0.2902,725,1129,0.4335,high
26,147,154,0.116,7,2745,0.1826,110,95,22,3.5616,15.3311,0.3578,671,1065,0.4444,high
17,153,170,0.1094,8,1848,0.193,192,196,22,2.2699,15.8421,0.2889,566,1522,0.4624,high
54,104,83,0.0201,1,821,0.0427,305,519,6,1.2115,3.7748,0.0938,182,3058,0.8366,low
62,103,62,0.0158,2,931,0.0784,375,399,6,0.7175,1.575,0.0903,294,3433,0.8906,low
76,90,90,0.0149,1,1001,0.0904,353,393,10,1.0926,4.6693,0.0933,330,3202,0.7507,low
28,139,142,0.1516,9,2497,0.198,143,138,20,2.5779,15.1148,0.2621,689,1321,0.2622,high
28,142,165,0.0955,8,2263,0.2769,116,181,23,3.2853,13.6087,0.4125,428,923,0.4543,high
73,92,78,0.0158,1,699,0.1014,325,420,9,1.0112,6.1839,0.0478,279,3136,0.789,low
32,152,115,0.1147,8,2043,0.3394,138,135,14,2.3239,12.979,0.3872,637,1553,0.4217,high
59,102,98,0.011,0,894,0.0,295,441,4,1.2001,7.8932,0.0851,156,3524,0.8395,low
23,174,172,0.1023,6,1817,0.3181,118,205,20,3.1472,16.8155,0.3583,741,1375,0.2987,high
39,116,123,0.0721,5,1164,0.2493,286,161,12,2.8199,10.7292,0.2216,330,2387,0.7982,medium
41,115,116,0.0563,4,1348,0.1597,244,257,12,3.1036,8.9294,0.1191,469,2086,0.5365,medium
23,169,154,0.1022,7,1329,0.3205,173,238,16,3.8363,18.5271,0.4793,501,873,0.3872,high
42,132,95,0.0559,3,1475,0.1878,214,318,13,0.9669,8.4587,0.2605,373,1337,0.588,medium
28,174,167,0.0999,7,2123,0.2674,103,162,18,2.667,16.0543,0.311,585,988,0.4043,high
47,110,87,0.0524,4,1141,0.1833,189,223,7,1.6054,10.0845,0.145,367,2731,0.6477,medium
29,152,153,0.1232,10,2150,0.2332,147,200,16,2.6589,14.5497,0.3611,634,1339,0.3755,high
17,123,150,0.0944,9,2676,0.2955,122,121,15,2.7882,15.0222,0.3433,746,1029,0.3179,high
47,128,112,0.0729,2,1505,0.147,235,315,13,2.9042,9.6805,0.1451,417,2064,0.6946,medium
23,151,121,0.0682,8,1637,0.3037,121,241,12,2.0362,17.881,0.3188,643,1490,0.3697,high
35,181,152,0.0981,9,1384,0.3839,103,193,18,2.4608,10.694,0.4004,514,1465,0.395,high
28,159,126,0.1435,8,2263,0.3299,136,199,27,3.0851,7.7551,0.3087,708,1158,0.3801,high
36,172,117,0.0683,7,2165,0.2755,112,145,16,2.5263,14.4554,0.3681,592,1470,0.5137,high
25,164,102,0.0648,7,1759,0.2235,96,117,14,3.9578,11.8669,0.2909,555,1396,0.2832,high
61,81,74,0.0336,2,953,0.0981,307,470,8,1.0381,3.6131,0.0594,275,3301,0.7929,low
52,96,74,0.0204,1,841,0.1051,326,395,7,0.1958,1.7647,0.0946,337,3382,0.7172,low
21,166,142,0.1184,4,1770,0.6224,112,40,19,2.9232,12.4876,0.4161,720,1482,0.5057,high
46,114,103,0.0577,2,1574,0.2042,204,438,10,1.1155,11.0411,0.2044,565,1897,0.6304,medium
30,129,130,0.0513,6,2454,0.2983,126,202,15,3.6878,8.7667,0.3577,693,1258,0.5033,high
38,134,120,0.0545,4,1670,0.2505,188,304,15,2.0249,8.4995,0.2022,437,1820,0.6468,medium
50,133,98,0.0621,2,1304,0.1921,257,263,12,1.5546,4.9111,0.1385,343,2195,0.7301,medium
65,81,67,0.0105,1,739,0.078,271,435,12,1.144,1.5937,0.0918,322,3515,0.8057,low
33,152,140,0.0898,7,1970,0.256,100,129,6,2.9804,13.2646,0.2149,534,651,0.4397,high
27,183,160,0.0813,7,2330,0.203,109,115,15,2.8186,13.2363,0.3731,570,1323,0.6309,high
22,128,184,0.1231,5,2565,0.1878,112,160,16,3.0624,14.3563,0.2974,519,1180,0.4814,high
38,140,167,0.0751,7,1961,0.3348,154,192,12,3.3429,11.1469,0.3418,509,1020,0.4324,high
54,100,72,0.0266,1,921,0.0693,303,409,10,0.5425,3.2652,0.0872,279,2438,0.8559,low
22,188,126,0.1007,9,2107,0.2194,115,84,16,3.5422,13.4136,0.3032,595,1230,0.2466,high
63,81,61,0.0095,0,823,0.0773,290,453,7,1.1516,8.026,0.0755,306,2806,0.8711,low
34,124,142,0.0737,9,2509,0.4199,130,199,17,2.5459,20.6722,0.2763,1031,1383,0.4072,high
64,98,77,0.0169,0,910,0.0936,296,404,8,0.8667,6.979,0.0695,198,3405,0.8628,low
26,137,146,0.0958,9,1316,0.3239,145,119,21,2.1629,18.3014,0.3481,715,999,0.4813,high
22,175,181,0.1016,5,2214,0.4236,102,204,18,2.6829,11.7897,0.3037,787,1370,0.4542,high
60,97,75,0.0149,2,779,0.0693,401,382,12,0.6509,5.1959,0.0886,291,3855,0.8714,low
26,163,161,0.0816,9,1982,0.3178,95,149,18,3.5582,18.0142,0.2191,564,992,0.3442,high
22,153,143,0.1017,10,2279,0.3077,158,115,17,3.518,18.7524,0.3924,862,1087,0.4497,high
45,112,117,0.0715,4,1867,0.2092,156,364,8,2.2647,10.8829,0.0856,362,1836,0.6933,medium
45,123,94,0.0512,3,1616,0.1523,220,359,6,1.9916,8.4935,0.1702,405,2067,0.7188,medium
62,103,84,0.0308,1,812,0.0727,271,401,12,1.2067,4.3076,0.0379,265,3592,0.7691,low
54,143,113,0.0467,3,2044,0.1438,210,343,16,2.1835,15.6972,0.1299,402,2785,0.5787,medium
64,98,83,0.0184,1,1053,0.0832,258,528,5,0.8295,6.6283,0.0527,335,3618,0.8296,low
35,99,115,0.0602,3,1323,0.1076,194,182,16,1.8338,7.8994,0.1692,387,2888,0.6873,medium
45,86,112,0.0401,4,1128,0.1254,223,264,14,2.3,9.3019,0.1691,237,2282,0.5349,medium
53,125,117,0.0431,3,1293,0.2485,178,296,14,2.0446,10.796,0.1607,611,2639,0.562,medium
11,177,144,0.1053,8,2490,0.2597,130,157,10,2.536,17.3113,0.4016,656,857,0.5794,high
70,78,80,0.0213,2,713,0.0742,258,445,12,0.7556,2.6989,0.0604,332,3107,0.9417,low
32,122,172,0.0852,6,2000,0.1647,108,207,28,2.049,15.6875,0.2591,640,1211,0.5248,high
57,78,82,0.0282,2,877,0.0845,310,416,8,0.791,3.9939,0.086,329,3176,0.8818,low
41,146,102,0.0845,4,1461,0.1748,205,344,10,1.4336,6.1871,0.2279,222,2165,0.6511,medium
36,144,162,0.1133,8,1833,0.2843,121,207,22,4.2694,13.3937,0.2988,693,925,0.3436,high
18,126,162,0.0587,5,2330,0.3293,151,155,24,2.2449,16.4439,0.3352,549,1080,0.5066,high
42,141,120,0.0579,3,1629,0.2196,212,263,14,2.478,8.6489,0.1777,333,2466,0.7944,medium
23,157,153,0.1365,8,1840,0.4359,87,124,25,4.05,8.4686,0.4293,754,1331,0.4166,high
53,99,74,0.0305,2,711,0.0509,298,338,10,0.8015,5.7724,0.0732,300,3839,0.7805,low
21,168,153,0.1156,9,2056,0.2963,117,230,12,2.4555,18.4579,0.325,661,1071,0.4216,high
32,127,159,0.0736,6,2226,0.3734,138,204,24,3.1795,16.8707,0.3336,654,1024,0.4237,high
59,82,73,0.0203,1,784,0.1081,309,454,12,1.12,5.0871,0.0569,237,3880,0.8532,low
22,134,111,0.0353,6,1596,0.2567,138,180,12,3.8295,13.6953,0.3109,596,905,0.3616,high
30,164,132,0.0904,6,1469,0.3991,136,240,27,2.228,12.0959,0.1766,697,1050,0.4761,high
24,199,160,0.0629,6,1796,0.3384,76,106,17,3.5313,18.8626,0.3813,517,1136,0.5159,high
48,136,113,0.0362,3,1198,0.1204,230,191,13,2.5924,6.787,0.1398,455,2646,0.6238,medium
63,80,62,0.0245,1,747,0.1174,329,446,7,1.0048,4.7927,0.0791,305,3574,0.8124,low
27,120,152,0.1144,5,1951,0.4051,92,135,17,2.75,12.9363,0.3427,561,1188,0.2807,high
55,102,102,0.0223,1,875,0.0667,277,380,6,0.4093,5.6987,0.0513,216,3634,0.9065,low
41,116,115,0.0387,3,1430,0.2226,171,314,14,1.1809,8.185,0.1846,235,2220,0.656,medium
21,150,159,0.0913,6,1838,0.2312,130,149,24,2.8419,18.1753,0.3642,667,1305,0.344,high
35,114,109,0.0766,4,965,0.1489,215,261,9,2.6514,9.2799,0.132,383,2039,0.6128,medium
27,157,144,0.0877,9,2236,0.3126,105,147,18,3.9386,15.6697,0.3601,568,1076,0.4227,high
36,129,86,0.0519,5,1452,0.1853,227,230,12,2.2367,7.1907,0.1838,343,1703,0.5197,medium
64,76,106,0.0211,1,709,0.055,302,416,8,0.7848,4.6343,0.0557,249,2988,0.7719,low
38,120,96,0.0594,4,1228,0.1678,219,320,12,1.5615,6.9858,0.1613,411,2167,0.5829,medium
52,96,90,0.0147,2,927,0.0585,340,408,7,0.7306,5.4203,0.0607,204,3207,0.8653,low
28,182,134,0.1159,7,2261,0.3678,165,151,20,4.1709,15.4377,0.3739,615,1407,0.4094,high
51,100,85,0.0045,1,774,0.0471,289,488,14,1.1115,7.1112,0.0793,296,3809,0.8833,low
74,98,78,0.021,0,1026,0.0583,328,386,4,0.7614,5.4305,0.066,340,3118,0.8826,low
36,112,84,0.0671,6,1687,0.2273,182,268,14,2.5746,4.7245,0.1334,502,1990,0.6552,medium
26,176,122,0.1106,8,2043,0.2322,116,196,11,2.269,15.9606,0.4478,496,832,0.4058,high
67,92,80,0.0224,1,738,0.0885,332,348,13,1.1493,3.8626,0.0814,231,3120,0.8676,low
36,81,109,0.0654,3,1433,0.1753,231,320,7,2.1146,10.4515,0.2015,420,2489,0.5602,medium
56,94,73,0.0107,1,807,0.0552,332,402,7,0.5976,5.9509,0.0809,252,2885,0.9082,low
31,150,119,0.0948,5,1959,0.324,116,112,21,2.6786,19.2956,0.3519,663,983,0.439,high
20,184,152,0.1069,8,1760,0.308,142,246,8,2.6569,17.2254,0.3324,735,967,0.4255,high
49,115,108,0.0473,3,1178,0.1956,199,200,12,1.905,7.7557,0.1781,442,1908,0.6273,medium
48,98,122,0.0404,4,1425,0.2293,199,302,8,1.6852,13.6758,0.2369,376,2201,0.6667,medium
63,95,80,0.0193,2,607,0.1,316,475,4,0.79,5.6509,0.0743,301,3429,0.7391,low
46,102,120,0.0567,4,1211,0.1905,171,387,11,1.6462,10.5168,0.1562,474,2651,0.5527,medium
31,117,120,0.1359,6,1697,0.2876,106,128,12,2.5413,14.6305,0.4237,442,1068,0.4248,high
65,78,70,0.0184,1,929,0.1048,328,508,6,0.3824,3.5262,0.1046,281,2370,0.7496,low
29,164,116,0.1574,7,1348,0.1882,153,241,16,3.5743,14.0937,0.2557,740,1158,0.4093,high
37,112,92,0.0831,3,1417,0.1108,270,365,16,2.9395,8.8483,0.1138,415,2405,0.5764,medium
63,104,77,0.0127,2,846,0.0841,371,379,8,0.9494,3.5436,0.0823,221,3002,0.7483,low
32,132,161,0.0912,7,2338,0.354,131,147,20,3.7521,16.4003,0.2897,600,1199,0.4975,high
65,82,75,0.0175,2,768,0.0729,360,504,10,1.0662,4.0154,0.0596,319,3337,0.775,low
71,128,90,0.0104,1,867,0.1051,293,327,7,0.8752,4.6871,0.0622,312,3280,0.6976,low
20,176,173,0.0938,7,2019,0.3378,150,202,16,2.6735,13.0198,0.4749,523,1101,0.4075,high
29,154,148,0.0959,6,1997,0.3551,70,199,16,2.9991,11.3217,0.2407,384,1403,0.2687,high
75,101,93,0.024,1,937,0.0633,309,422,9,0.7876,4.3829,0.0642,254,3130,0.8655,low
50,129,101,0.0619,5,1323,0.1325,185,228,14,0.9647,7.4104,0.1635,420,1480,0.6537,medium
59,137,112,0.0607,5,1551,0.167,258,231,14,1.7919,10.0508,0.2006,582,2111,0.6126,medium
28,134,112,0.0863,9,1654,0.3371,105,179,26,3.5368,11.6182,0.4318,646,1684,0.4523,high
49,132,125,0.0629,3,1385,0.2654,249,368,15,2.5908,12.1989,0.1624,429,2101,0.499,medium
65,113,79,0.0177,1,1034,0.0944,293,410,7,0.7929,6.7284,0.0525,223,3784,0.8324,low
29,160,99,0.1053,4,2051,0.371,125,174,16,3.0533,11.0759,0.327,731,1042,0.2963,high
28,156,147,0.1074,7,2603,0.3175,88,81,14,3.8751,12.373,0.3147,487,1392,0.5069,high
83,115,77,0.0181,1,672,0.075,290,422,10,1.1902,9.1497,0.0598,250,3655,0.7717,low
13,145,138,0.093,7,1968,0.3481,86,175,18,2.1221,11.7718,0.2441,709,1003,0.3946,high
78,94,83,0.0218,1,733,0.0773,425,447,6,0.9359,8.1985,0.0658,286,2955,0.7824,low
61,77,87,0.031,1,892,0.0788,284,468,9,0.6533,7.1774,0.0377,214,4117,0.9099,low
66,90,88,0.0232,1,1016,0.0525,307,416,9,0.3726,7.1474,0.0653,198,3081,0.8395,low
44,116,129,0.0732,3,1365,0.0983,149,159,15,0.2179,8.068,0.1765,490,1670,0.6972,medium
65,95,54,0.0085,2,794,0.0671,317,475,7,0.4226,4.1966,0.1265,337,3505,0.7657,low
56,132,96,0.0518,5,1645,0.1678,159,197,15,1.6329,6.7197,0.2143,304,2024,0.6785,medium
56,99,71,0.0146,2,726,0.0769,323,410,9,0.98,4.4538,0.0596,307,2872,0.8276,low
29,126,163,0.1485,9,2015,0.2812,110,190,15,3.4818,17.1883,0.2806,529,939,0.5082,high
24,153,144,0.0986,5,2009,0.3119,94,110,15,2.8727,11.6578,0.329,523,1500,0.4052,high
69,102,52,0.0246,1,968,0.0752,291,454,9,0.4932,5.5952,0.0614,385,3517,0.8438,low
29,106,106,0.0622,5,1067,0.1942,208,207,8,1.7642,7.6085,0.2741,583,2108,0.6313,medium
27,112,171,0.1024,6,2120,0.3301,156,198,13,3.8483,8.1633,0.3799,350,1031,0.5117,high
51,114,123,0.0541,3,1257,0.1822,240,376,16,1.5999,9.1621,0.1038,211,2356,0.648,medium
20,134,177,0.1068,6,2349,0.2519,132,171,20,2.4931,12.683,0.3544,543,1301,0.4547,high
34,139,147,0.104,9,2109,0.2118,122,164,18,2.5011,11.4127,0.3552,415,958,0.4524,high
57,81,71,0.0254,2,929,0.1065,305,379,6,0.8798,6.6381,0.0878,330,3774,0.7391,low
61,81,94,0.0213,0,935,0.069,322,501,10,0.7472,6.31,0.0818,349,3582,0.816,low
57,112,93,0.0623,3,1670,0.2229,215,335,15,1.2346,6.5248,0.1865,456,2509,0.5808,medium
42,134,126,0.059,3,1451,0.2038,253,310,17,1.9173,11.5253,0.1966,448,2018,0.6246,medium
34,132,104,0.0645,3,1480,0.2014,136,229,8,2.9013,11.7386,0.172,498,2412,0.7342,medium
39,143,103,0.0974,5,2708,0.2814,138,90,18,4.0419,14.364,0.3072,599,927,0.4329,high
56,98,69,0.006,1,729,0.0742,267,543,9,1.5151,5.9087,0.1097,283,2976,0.834,low
26,133,143,0.146,7,2380,0.379,97,145,16,3.5514,16.8579,0.3266,621,716,0.5222,high
47,116,98,0.0028,6,1486,0.2636,205,254,14,2.504,14.0926,0.2301,222,3221,0.7507,medium
28,152,164,0.1506,7,1701,0.3476,89,150,22,3.3155,18.1987,0.2749,492,1341,0.4375,high
68,84,89,0.0268,1,821,0.1227,314,392,9,1.2758,3.4117,0.0587,370,3002,0.8629,low
43,113,108,0.0715,4,1191,0.1312,198,288,13,1.5415,9.1136,0.1721,440,1318,0.6355,medium
62,109,74,0.0249,4,1739,0.1628,234,290,8,2.2282,11.4119,0.1831,525,2162,0.6358,medium
30,164,206,0.1,8,2281,0.3206,135,157,16,3.0045,11.6408,0.3545,611,720,0.5293,high
42,120,96,0.074,3,1470,0.1873,175,266,12,1.6293,8.8152,0.1405,409,1629,0.6878,medium
61,95,88,0.038,0,1255,0.0299,292,530,6,2.0138,5.5904,0.0988,444,1796,0.8093,low
55,92,60,0.007,1,1107,0.0959,297,337,9,1.0077,4.5338,0.0584,250,2966,0.8704,low
23,141,161,0.1511,7,1558,0.2313,112,139,19,2.7921,14.1547,0.3378,725,1214,0.3585,high
60,98,91,0.0168,1,819,0.0816,344,381,9,0.905,6.7443,0.0777,257,3428,0.8017,low
27,147,94,0.1027,7,1835,0.4222,113,171,20,2.9981,17.801,0.2758,675,879,0.4662,high
43,109,70,0.0225,1,878,0.041,348,312,6,1.0743,3.6289,0.0661,311,3056,0.8035,low
44,123,104,0.0722,4,858,0.1237,248,365,9,2.2149,11.4177,0.2258,362,1756,0.6467,medium
27,144,147,0.0927,9,2596,0.2828,90,100,17,2.5407,15.3886,0.3656,759,962,0.3639,high
67,96,85,0.0127,2,920,0.0565,245,452,8,1.0492,6.2349,0.0958,301,1731,0.6476,low
35,177,161,0.0967,7,1624,0.3008,106,137,23,3.5209,16.6169,0.3967,518,1044,0.3999,high
24,139,185,0.0841,8,2148,0.3441,119,169,11,4.0369,15.4767,0.3043,683,652,0.2983,high
50,153,127,0.062,4,1288,0.1449,216,145,11,2.1352,11.1538,0.172,409,2201,0.5203,medium
60,99,128,0.0857,2,1317,0.1824,182,296,13,1.8169,7.2929,0.1395,423,1962,0.6545,medium
28,94,104,0.0541,3,1287,0.1598,208,323,15,1.4321,8.7092,0.1949,357,2311,0.5938,medium
51,138,93,0.0655,3,1171,0.1981,202,187,17,1.5173,8.1208,0.1822,455,1633,0.6117,medium
53,79,86,0.0117,1,838,0.0646,399,457,6,0.7529,5.7938,0.0581,175,3298,0.7775,low
64,94,75,0.0267,1,781,0.0845,259,440,8,0.9529,5.1264,0.0638,320,3127,0.8664,low
43,120,101,0.0546,4,965,0.2054,241,188,12,1.6547,8.4804,0.1597,378,2050,0.4846,medium
61,102,79,0.0127,0,663,0.0923,337,390,9,0.7362,7.8878,0.0913,394,3164,0.8092,low
30,165,111,0.0795,7,1928,0.3325,115,121,15,2.9186,10.3241,0.385,495,604,0.4555,high
59,100,72,0.0354,2,868,0.0695,264,410,8,0.6617,3.3482,0.0272,286,2884,0.8728,low
15,138,134,0.09,6,1130,0.3188,158,139,25,3.0969,14.1006,0.3231,672,1081,0.4974,high
65,96,82,0.0269,2,882,0.0588,283,357,7,0.5983,2.9321,0.0722,208,2827,0.8976,low
36,167,128,0.1138,6,2254,0.2016,70,192,24,2.9349,14.2712,0.3965,578,1306,0.44,high
39,148,174,0.0931,6,3056,0.2972,139,185,16,2.7868,12.3984,0.2358,694,909,0.3491,high
34,162,169,0.1038,5,1705,0.2758,162,179,11,2.3483,17.4519,0.3973,678,702,0.4161,high
42,106,75,0.0635,3,1212,0.1654,192,244,9,2.1972,8.3866,0.1641,314,2232,0.7497,medium
44,156,103,0.0447,5,1315,0.1864,245,273,13,0.8457,7.4461,0.1201,356,1866,0.563,medium
38,106,100,0.0556,3,1707,0.1555,203,139,16,1.1886,8.7253,0.2323,411,2578,0.7503,medium
33,127,107,0.0347,4,1307,0.1689,194,303,12,2.3292,6.2652,0.1268,407,2399,0.7043,medium
29,117,176,0.1474,7,2403,0.2311,130,188,23,3.0186,12.6419,0.3053,582,1174,0.277,high
26,108,135,0.1076,7,2576,0.2896,145,155,12,1.9961,17.4893,0.3989,400,966,0.4466,high
46,120,102,0.0628,3,1638,0.1654,231,180,13,2.0019,6.4039,0.1579,423,1879,0.6005,medium
60,107,83,0.017,1,845,0.096,290,391,7,1.0644,5.8469,0.1218,333,2831,0.8797,low
45,111,100,0.0466,4,1229,0.2432,246,309,9,3.1365,11.2808,0.208,502,2726,0.7172,medium
53,110,113,0.0498,3,1387,0.184,146,286,18,1.2867,7.8416,0.2122,531,2499,0.577,medium
21,106,111,0.0619,4,1388,0.2158,193,272,8,1.4719,8.2406,0.1352,464,1629,0.5856,medium
50,110,88,0.0101,0,782,0.1003,353,382,5,0.9236,5.3456,0.0978,307,2509,0.7923,low
67,88,82,0.0267,3,866,0.0844,273,493,6,0.5167,4.3842,0.0742,306,3780,0.866,low
46,142,103,0.0313,4,1587,0.255,210,346,15,2.353,8.7022,0.1939,541,1199,0.5825,medium
33,184,145,0.105,7,1775,0.2713,109,179,14,3.0566,13.4132,0.2788,535,1017,0.3935,high
54,117,117,0.0445,4,1478,0.1372,256,181,11,2.5952,9.0723,0.189,303,2677,0.6163,medium
14,133,152,0.083,8,2677,0.2628,104,121,12,3.8205,16.5177,0.3277,645,1429,0.4579,high
47,182,167,0.0721,5,2370,0.2269,132,222,22,2.5313,13.8702,0.3244,792,1292,0.5339,high
47,128,85,0.0621,3,1366,0.1711,241,306,14,1.1929,8.6391,0.1513,436,2413,0.6948,medium
77,88,86,0.0176,2,779,0.0979,329,339,6,0.522,4.6923,0.062,330,3716,0.833,low
67,93,71,0.0088,1,860,0.0452,353,432,7,0.7611,5.7639,0.0759,344,3687,0.7381,low
24,157,117,0.108,7,1883,0.3257,110,196,22,4.3663,12.8657,0.3066,490,1134,0.477,high
27,116,113,0.0513,2,1385,0.1795,253,190,20,1.3738,7.858,0.2438,448,2603,0.6637,medium
36,121,96,0.0574,4,1080,0.2435,257,361,10,2.2121,10.9109,0.174,373,2586,0.5272,medium
24,144,145,0.0945,8,2498,0.2039,116,205,18,3.7311,11.6395,0.3648,717,1438,0.375,high
34,151,150,0.1413,9,2259,0.2346,82,145,21,3.1634,10.3924,0.4245,574,1216,0.3782,high
37,114,99,0.0392,3,1731,0.2281,220,201,19,2.6914,8.688,0.1551,392,2136,0.6137,medium
22,103,125,0.0528,4,2203,0.3171,143,214,24,2.6398,18.3525,0.3478,766,1581,0.4274,high
74,104,80,0.0097,1,906,0.0756,276,386,8,1.0349,6.8049,0.0861,278,3214,0.8983,low
61,90,89,0.0172,2,706,0.0664,330,405,6,1.6855,5.1546,0.0246,393,2476,0.7882,low
43,121,91,0.0609,4,1489,0.2121,211,302,16,1.041,9.037,0.1023,504,1727,0.7648,medium
29,152,188,0.0827,7,2835,0.3403,125,200,20,3.5227,10.41,0.3141,645,1123,0.3144,high
53,129,123,0.0446,2,959,0.2072,221,310,12,2.3428,12.2765,0.2246,335,1938,0.659,medium
65,95,73,0.0113,1,467,0.0716,303,543,8,0.9135,5.5607,0.0565,279,3864,0.8023,low
42,90,91,0.079,2,1230,0.1234,228,293,10,1.8927,7.0822,0.2046,545,1785,0.6125,medium
29,166,123,0.0732,9,2312,0.3683,126,147,17,3.182,10.6746,0.3016,678,783,0.4793,high
47,121,129,0.0442,4,1270,0.154,150,429,11,0.869,8.2544,0.2108,435,1597,0.709,medium
47,118,74,0.0364,3,1196,0.1384,179,257,16,2.5386,10.0388,0.1915,322,1762,0.6597,medium
35,151,111,0.049,2,1279,0.1994,187,304,9,1.5126,8.7658,0.2147,404,1589,0.6842,medium
26,169,150,0.157,7,2416,0.2414,139,159,18,2.5967,15.9285,0.2841,659,1208,0.4128,high
34,129,104,0.0493,3,1439,0.183,214,323,10,1.4052,9.2314,0.1608,401,1852,0.7146,medium
59,124,109,0.0175,1,710,0.1198,379,453,9,0.8968,6.6862,0.1029,265,3205,0.8298,low
63,84,69,0.0198,1,972,0.0805,282,474,8,0.8017,8.2513,0.0675,345,2383,0.779,low
65,76,74,0.0204,1,794,0.1075,291,428,3,1.3191,5.3947,0.0654,279,3152,0.8268,low
45,114,134,0.052,4,1314,0.2101,204,246,12,1.5219,9.382,0.1868,387,2159,0.6842,medium
55,119,61,0.0254,1,961,0.0772,354,382,7,1.0583,4.1589,0.0656,219,3529,0.8208,low
26,148,126,0.0817,4,1740,0.381,122,163,18,2.2412,11.8458,0.3759,673,834,0.4685,high
44,98,102,0.0541,4,1474,0.167,220,218,14,1.8388,13.1393,0.2213,350,2084,0.629,medium
55,77,86,0.0227,0,847,0.0705,322,462,7,0.3776,6.7478,0.0595,290,3315,0.8212,low
48,114,91,0.0688,4,1278,0.215,213,204,13,1.7948,9.0983,0.166,417,2036,0.6963,medium
56,106,81,0.0231,2,1106,0.0786,326,413,6,0.9342,3.3383,0.0886,235,3527,0.8876,low
42,97,117,0.0236,3,998,0.2226,214,354,8,1.8537,6.9633,0.1381,489,1975,0.6686,medium
22,101,130,0.0763,7,2027,0.3883,142,146,19,2.3309,16.5502,0.3362,704,1079,0.3669,high
52,129,122,0.0555,3,1706,0.2261,169,336,13,0.951,6.7434,0.1354,463,3189,0.7199,medium
62,94,69,0.0186,1,1206,0.0644,285,425,8,1.003,5.1068,0.1162,376,2500,0.9343,low
67,89,82,0.0211,1,751,0.085,349,505,8,1.0376,7.869,0.0928,311,2216,0.8838,low
41,117,105,0.0417,2,1490,0.2282,211,265,14,1.7857,10.7917,0.1521,328,2214,0.5707,medium
61,92,75,0.0135,1,1071,0.0792,366,374,10,0.5999,5.4936,0.064,277,2636,0.7743,low
26,168,151,0.1029,8,2379,0.2994,112,129,15,3.1535,10.9103,0.2827,594,1059,0.3741,high
56,129,102,0.0722,3,1840,0.1276,267,296,14,2.5922,9.602,0.1638,464,1898,0.6091,medium
70,88,68,0.0068,1,787,0.063,284,496,12,1.2282,4.6078,0.0681,217,3780,0.7635,low
23,162,120,0.1121,7,2077,0.3358,117,209,14,4.0563,19.6835,0.3255,523,1240,0.3212,high
69,103,76,0.0297,1,825,0.075,290,320,5,0.9428,3.4079,0.0741,299,3476,0.8297,low
60,102,83,0.0078,2,773,0.0775,342,426,7,0.9789,2.7287,0.055,270,3025,0.8285,low
40,156,142,0.0884,7,1877,0.2922,126,173,18,3.0012,13.1499,0.2551,658,924,0.5615,high
22,158,117,0.0842,5,1762,0.2997,107,164,18,2.66,19.0512,0.3585,619,1190,0.4465,high
38,128,174,0.1176,9,1593,0.2982,127,153,17,2.9346,14.2973,0.3652,771,892,0.3869,high
49,121,89,0.0767,3,1445,0.2051,249,306,8,2.2938,7.9126,0.1536,377,2367,0.691,medium
76,106,74,0.0217,0,835,0.0573,298,427,8,0.9342,6.0464,0.0766,265,2903,0.8975,low
41,150,181,0.0643,6,1749,0.3131,109,238,15,3.4748,8.3445,0.4028,884,977,0.421,high
73,92,82,0.017,1,704,0.0696,354,395,7,1.137,5.2883,0.0701,199,3042,0.8939,low
26,139,121,0.0945,9,1940,0.3668,136,214,18,3.5872,17.4807,0.339,609,1090,0.3405,high
48,112,96,0.0553,2,1152,0.1996,193,281,14,2.1669,8.9229,0.1984,407,2246,0.5912,medium
56,78,86,0.0145,0,998,0.0944,311,466,8,1.1384,5.2741,0.0718,230,3271,0.7206,low
42,132,73,0.0667,2,1002,0.2694,221,226,14,1.5947,10.074,0.163,457,1749,0.6964,medium
37,149,114,0.1267,7,1980,0.4101,140,167,19,1.7078,15.5539,0.3162,907,910,0.5713,high
65,97,80,0.0188,1,1193,0.0452,289,486,8,1.2028,6.2798,0.0871,290,2701,0.7525,low
46,115,112,0.0712,5,1420,0.2018,299,271,11,2.0597,6.9903,0.1708,460,1759,0.6621,medium
55,86,75,0.0214,1,600,0.1082,355,353,6,0.8261,2.8578,0.0652,342,3339,0.8686,low
